Australian Bureau of Statistics

"2016 Census - Counting Persons, Place of Usual Residence (MB)"
"SA1 (UR) by OCCP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"Counting","SA1 (UR)","OCCP - 1 Digit Level","Count",
"Persons Place of Usual Residence","1133901","Managers",56
"Persons Place of Usual Residence","1133901","Professionals",144
"Persons Place of Usual Residence","1133901","Technicians and Trades Workers",18
"Persons Place of Usual Residence","1133901","Community and Personal Service Workers",19
"Persons Place of Usual Residence","1133901","Clerical and Administrative Workers",24
"Persons Place of Usual Residence","1133901","Sales Workers",16
"Persons Place of Usual Residence","1133901","Machinery Operators and Drivers",0
"Persons Place of Usual Residence","1133901","Labourers",8
"Persons Place of Usual Residence","1133901","Inadequately described",3
"Persons Place of Usual Residence","1133901","Not stated",0
"Persons Place of Usual Residence","1133901","Not applicable",229
"Persons Place of Usual Residence","1133901","Total",527
"Persons Place of Usual Residence","1133902","Managers",41
"Persons Place of Usual Residence","1133902","Professionals",64
"Persons Place of Usual Residence","1133902","Technicians and Trades Workers",15
"Persons Place of Usual Residence","1133902","Community and Personal Service Workers",18
"Persons Place of Usual Residence","1133902","Clerical and Administrative Workers",37
"Persons Place of Usual Residence","1133902","Sales Workers",9
"Persons Place of Usual Residence","1133902","Machinery Operators and Drivers",0
"Persons Place of Usual Residence","1133902","Labourers",3
"Persons Place of Usual Residence","1133902","Inadequately described",0
"Persons Place of Usual Residence","1133902","Not stated",0
"Persons Place of Usual Residence","1133902","Not applicable",165
"Persons Place of Usual Residence","1133902","Total",365
"Persons Place of Usual Residence","1133903","Managers",33
"Persons Place of Usual Residence","1133903","Professionals",56
"Persons Place of Usual Residence","1133903","Technicians and Trades Workers",3
"Persons Place of Usual Residence","1133903","Community and Personal Service Workers",14
"Persons Place of Usual Residence","1133903","Clerical and Administrative Workers",20
"Persons Place of Usual Residence","1133903","Sales Workers",6
"Persons Place of Usual Residence","1133903","Machinery Operators and Drivers",0
"Persons Place of Usual Residence","1133903","Labourers",4
"Persons Place of Usual Residence","1133903","Inadequately described",4
"Persons Place of Usual Residence","1133903","Not stated",0
"Persons Place of Usual Residence","1133903","Not applicable",161
"Persons Place of Usual Residence","1133903","Total",303
"Persons Place of Usual Residence","1133904","Managers",74
"Persons Place of Usual Residence","1133904","Professionals",137
"Persons Place of Usual Residence","1133904","Technicians and Trades Workers",46
"Persons Place of Usual Residence","1133904","Community and Personal Service Workers",28
"Persons Place of Usual Residence","1133904","Clerical and Administrative Workers",27
"Persons Place of Usual Residence","1133904","Sales Workers",23
"Persons Place of Usual Residence","1133904","Machinery Operators and Drivers",5
"Persons Place of Usual Residence","1133904","Labourers",20
"Persons Place of Usual Residence","1133904","Inadequately described",0
"Persons Place of Usual Residence","1133904","Not stated",0
"Persons Place of Usual Residence","1133904","Not applicable",245
"Persons Place of Usual Residence","1133904","Total",603
"Persons Place of Usual Residence","1133905","Managers",48
"Persons Place of Usual Residence","1133905","Professionals",102
"Persons Place of Usual Residence","1133905","Technicians and Trades Workers",3
"Persons Place of Usual Residence","1133905","Community and Personal Service Workers",19
"Persons Place of Usual Residence","1133905","Clerical and Administrative Workers",28
"Persons Place of Usual Residence","1133905","Sales Workers",15
"Persons Place of Usual Residence","1133905","Machinery Operators and Drivers",0
"Persons Place of Usual Residence","1133905","Labourers",4
"Persons Place of Usual Residence","1133905","Inadequately described",4
"Persons Place of Usual Residence","1133905","Not stated",5
"Persons Place of Usual Residence","1133905","Not applicable",251
"Persons Place of Usual Residence","1133905","Total",474
"Persons Place of Usual Residence","1133906","Managers",55
"Persons Place of Usual Residence","1133906","Professionals",63
"Persons Place of Usual Residence","1133906","Technicians and Trades Workers",7
"Persons Place of Usual Residence","1133906","Community and Personal Service Workers",14
"Persons Place of Usual Residence","1133906","Clerical and Administrative Workers",23
"Persons Place of Usual Residence","1133906","Sales Workers",22
"Persons Place of Usual Residence","1133906","Machinery Operators and Drivers",0
"Persons Place of Usual Residence","1133906","Labourers",5
"Persons Place of Usual Residence","1133906","Inadequately described",0
"Persons Place of Usual Residence","1133906","Not stated",0
"Persons Place of Usual Residence","1133906","Not applicable",130
"Persons Place of Usual Residence","1133906","Total",326
"Persons Place of Usual Residence","1133907","Managers",27
"Persons Place of Usual Residence","1133907","Professionals",60
"Persons Place of Usual Residence","1133907","Technicians and Trades Workers",9
"Persons Place of Usual Residence","1133907","Community and Personal Service Workers",13
"Persons Place of Usual Residence","1133907","Clerical and Administrative Workers",17
"Persons Place of Usual Residence","1133907","Sales Workers",14
"Persons Place of Usual Residence","1133907","Machinery Operators and Drivers",0
"Persons Place of Usual Residence","1133907","Labourers",5
"Persons Place of Usual Residence","1133907","Inadequately described",0
"Persons Place of Usual Residence","1133907","Not stated",0
"Persons Place of Usual Residence","1133907","Not applicable",180
"Persons Place of Usual Residence","1133907","Total",327
"Persons Place of Usual Residence","1133908","Managers",40
"Persons Place of Usual Residence","1133908","Professionals",95
"Persons Place of Usual Residence","1133908","Technicians and Trades Workers",11
"Persons Place of Usual Residence","1133908","Community and Personal Service Workers",9
"Persons Place of Usual Residence","1133908","Clerical and Administrative Workers",15
"Persons Place of Usual Residence","1133908","Sales Workers",18
"Persons Place of Usual Residence","1133908","Machinery Operators and Drivers",0
"Persons Place of Usual Residence","1133908","Labourers",11
"Persons Place of Usual Residence","1133908","Inadequately described",4
"Persons Place of Usual Residence","1133908","Not stated",0
"Persons Place of Usual Residence","1133908","Not applicable",147
"Persons Place of Usual Residence","1133908","Total",354
"Persons Place of Usual Residence","1133909","Managers",0
"Persons Place of Usual Residence","1133909","Professionals",0
"Persons Place of Usual Residence","1133909","Technicians and Trades Workers",0
"Persons Place of Usual Residence","1133909","Community and Personal Service Workers",0
"Persons Place of Usual Residence","1133909","Clerical and Administrative Workers",0
"Persons Place of Usual Residence","1133909","Sales Workers",0
"Persons Place of Usual Residence","1133909","Machinery Operators and Drivers",0
"Persons Place of Usual Residence","1133909","Labourers",0
"Persons Place of Usual Residence","1133909","Inadequately described",0
"Persons Place of Usual Residence","1133909","Not stated",0
"Persons Place of Usual Residence","1133909","Not applicable",3
"Persons Place of Usual Residence","1133909","Total",7
"Persons Place of Usual Residence","1133910","Managers",38
"Persons Place of Usual Residence","1133910","Professionals",112
"Persons Place of Usual Residence","1133910","Technicians and Trades Workers",15
"Persons Place of Usual Residence","1133910","Community and Personal Service Workers",9
"Persons Place of Usual Residence","1133910","Clerical and Administrative Workers",35
"Persons Place of Usual Residence","1133910","Sales Workers",12
"Persons Place of Usual Residence","1133910","Machinery Operators and Drivers",4
"Persons Place of Usual Residence","1133910","Labourers",0
"Persons Place of Usual Residence","1133910","Inadequately described",12
"Persons Place of Usual Residence","1133910","Not stated",0
"Persons Place of Usual Residence","1133910","Not applicable",222
"Persons Place of Usual Residence","1133910","Total",461
"Persons Place of Usual Residence","1133911","Managers",59
"Persons Place of Usual Residence","1133911","Professionals",130
"Persons Place of Usual Residence","1133911","Technicians and Trades Workers",20
"Persons Place of Usual Residence","1133911","Community and Personal Service Workers",13
"Persons Place of Usual Residence","1133911","Clerical and Administrative Workers",39
"Persons Place of Usual Residence","1133911","Sales Workers",25
"Persons Place of Usual Residence","1133911","Machinery Operators and Drivers",7
"Persons Place of Usual Residence","1133911","Labourers",5
"Persons Place of Usual Residence","1133911","Inadequately described",3
"Persons Place of Usual Residence","1133911","Not stated",0
"Persons Place of Usual Residence","1133911","Not applicable",233
"Persons Place of Usual Residence","1133911","Total",531
"Persons Place of Usual Residence","1133912","Managers",65
"Persons Place of Usual Residence","1133912","Professionals",143
"Persons Place of Usual Residence","1133912","Technicians and Trades Workers",12
"Persons Place of Usual Residence","1133912","Community and Personal Service Workers",24
"Persons Place of Usual Residence","1133912","Clerical and Administrative Workers",21
"Persons Place of Usual Residence","1133912","Sales Workers",19
"Persons Place of Usual Residence","1133912","Machinery Operators and Drivers",0
"Persons Place of Usual Residence","1133912","Labourers",14
"Persons Place of Usual Residence","1133912","Inadequately described",5
"Persons Place of Usual Residence","1133912","Not stated",0
"Persons Place of Usual Residence","1133912","Not applicable",226
"Persons Place of Usual Residence","1133912","Total",531
"Persons Place of Usual Residence","1133913","Managers",39
"Persons Place of Usual Residence","1133913","Professionals",69
"Persons Place of Usual Residence","1133913","Technicians and Trades Workers",15
"Persons Place of Usual Residence","1133913","Community and Personal Service Workers",13
"Persons Place of Usual Residence","1133913","Clerical and Administrative Workers",30
"Persons Place of Usual Residence","1133913","Sales Workers",22
"Persons Place of Usual Residence","1133913","Machinery Operators and Drivers",4
"Persons Place of Usual Residence","1133913","Labourers",0
"Persons Place of Usual Residence","1133913","Inadequately described",7
"Persons Place of Usual Residence","1133913","Not stated",0
"Persons Place of Usual Residence","1133913","Not applicable",168
"Persons Place of Usual Residence","1133913","Total",358
"Persons Place of Usual Residence","1133914","Managers",46
"Persons Place of Usual Residence","1133914","Professionals",69
"Persons Place of Usual Residence","1133914","Technicians and Trades Workers",10
"Persons Place of Usual Residence","1133914","Community and Personal Service Workers",14
"Persons Place of Usual Residence","1133914","Clerical and Administrative Workers",21
"Persons Place of Usual Residence","1133914","Sales Workers",9
"Persons Place of Usual Residence","1133914","Machinery Operators and Drivers",0
"Persons Place of Usual Residence","1133914","Labourers",5
"Persons Place of Usual Residence","1133914","Inadequately described",6
"Persons Place of Usual Residence","1133914","Not stated",0
"Persons Place of Usual Residence","1133914","Not applicable",164
"Persons Place of Usual Residence","1133914","Total",332
"Persons Place of Usual Residence","1133915","Managers",46
"Persons Place of Usual Residence","1133915","Professionals",85
"Persons Place of Usual Residence","1133915","Technicians and Trades Workers",17
"Persons Place of Usual Residence","1133915","Community and Personal Service Workers",7
"Persons Place of Usual Residence","1133915","Clerical and Administrative Workers",21
"Persons Place of Usual Residence","1133915","Sales Workers",11
"Persons Place of Usual Residence","1133915","Machinery Operators and Drivers",4
"Persons Place of Usual Residence","1133915","Labourers",6
"Persons Place of Usual Residence","1133915","Inadequately described",4
"Persons Place of Usual Residence","1133915","Not stated",6
"Persons Place of Usual Residence","1133915","Not applicable",99
"Persons Place of Usual Residence","1133915","Total",301
"Persons Place of Usual Residence","1133916","Managers",0
"Persons Place of Usual Residence","1133916","Professionals",0
"Persons Place of Usual Residence","1133916","Technicians and Trades Workers",0
"Persons Place of Usual Residence","1133916","Community and Personal Service Workers",0
"Persons Place of Usual Residence","1133916","Clerical and Administrative Workers",0
"Persons Place of Usual Residence","1133916","Sales Workers",0
"Persons Place of Usual Residence","1133916","Machinery Operators and Drivers",0
"Persons Place of Usual Residence","1133916","Labourers",0
"Persons Place of Usual Residence","1133916","Inadequately described",0
"Persons Place of Usual Residence","1133916","Not stated",0
"Persons Place of Usual Residence","1133916","Not applicable",0
"Persons Place of Usual Residence","1133916","Total",0
